facility_name,address,unique_lga,state,latitude,longitude,emergency_transport,ratings
YALWA HEALTH POST,"Kunya-Baba, Jigawa",jigawa_dutse, Jigawa,11.7925035953522,9.29844617843628,False,3
Good Hope Hospital and Maternity Umumiri Ahiazu Mbaise,"Ahiazu-Mbaise, Imo",imo_ahiazu_mbaise, Imo,5.57177551049848,7.25693897201152,True,1
PHC Ifira,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.39109575,5.91953245,False,4
Takoka Clinic,"Kwiambana, Zamfara",zamfara_gusau, Zamfara,12.18233601,6.95725675,False,1
Health Centre,"Osunakara Road, Ilesha East, Osun",osun_atakunmosa_east, Osun,7.56784737110138,4.84153211116791,False,2
MODEL PHC OMIDO,"Ila, Osun",kwara_irepodun, Osun,8.10364708,4.92743534,True,4
B. H. C,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.43139856,5.85503886,False,1
Maga Heath clinic,"Guma, Benue",benue_guma, Benue,7.97038462,8.63390545,False,1
"Basic Health Center, Emurin","Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.45072275,5.85621821,False,4
NOFORIJA (ODDO) PHC,"L107, Epe, Lagos",lagos_epe, Lagos,6.63145705,3.9861523,False,4
PRIMARY HEALTH CENTRE,"Uhiele Road, Esan West, Edo",edo_esan_west, Edo,6.70964915,6.15275369,True,4
Jones Hospital,"Ikotun Egbe Road, Lagos, Lagos",lagos_alimosho, Lagos,6.54042213,3.28296336,True,1
Primary Health Care Centre,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.36521434,5.95516568,False,4
Irobo Basic Health Centre,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.44237738,5.89799695,False,2
BHC Isua,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.43743657,5.88816697,False,1
Yakasawa kwari pri. Health clinic,"Kunya-Baba, Jigawa",jigawa_ringim, Jigawa,12.11199038,9.17441639,False,4
Bowaje-Kajola health centre,"Atakumosa East, Osun",osun_atakunmosa_east, Osun,7.43722915649414,4.83388781547546,False,1
PHC Njua bano,"Ogoja, Cross River",cross_river_boki, Cross River,6.57311260700226,8.8338714838028,False,4
Papalanto health centre,"Abeokuta Expressway, Ewekoro, Ogun",ogun_ewekoro, Ogun,6.88199132,3.18865027,False,4
Barkum health post,"Wudil, Kano",kano_bunkure, Kano,11.64316499,8.65146402,True,2
COMPREHENSIVE HEALTH CENTRE,"Oye Ekiti-Iye-Ikun Road, Oye, Ekiti",ekiti_oye, Ekiti,7.91857838630676,5.3212559223175,False,1
Basic health centre,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.38664882,5.91326686,False,2
Health clinic,"Ambe-Sarki, Kaduna",kaduna_chikun, Kaduna,10.58079946,7.20456161,False,4
Yanfa Dispensary,"Zaria-Funtua-Gusau Road, Kwiambana, Zamfara",katsina_faskari, Zamfara,11.80565172,7.01836326,False,4
Majanjan healthclinic.,"Dobogi, Niger",niger_rafi, Niger,10.00110773,6.24788518,True,1
HEALTH POST DISPENSARY,"Sara, Bauchi",bauchi_tafawa_balewa, Bauchi,9.61005449295044,9.51367735862732,False,1
Comprihensive Health Centre ifera,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.37358154,5.90922641,False,3
St Johns secondary school clinic,"Otukpo-Oweto Road, Apa, Benue",benue_apa, Benue,7.63939602,7.87068842,False,2
PHC,"Bakko, Plateau",plateau_jos_east, Plateau,9.88740929,8.99231616,True,4
BHC Isua 8,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.4356406,5.89521872,False,3
Primary health care,"Kajola, Oyo",oyo_kajola, Oyo,8.04118479,3.44020548,True,1
Health clinic Gbande (LEEP),"A3, Guma, Benue",benue_guma, Benue,8.0777732,8.59114453,False,4
Igangan H.Centre.,"Atakumosa West, Osun",osun_atakunmosa_east, Osun,7.49297618865967,4.72621321678162,False,3
Gidan adamu dispensary,"Wukari-Numan Road, Mallan-Kagwa, Taraba",taraba_wukari, Taraba,7.96024544,9.9224317,False,2
Zogarawa.Health,"A237, Wudil, Kano",kano_dawakin_kudu, Kano,11.8789458274841,8.68188679218292,False,4
Phc.tangong,"Bakko, Plateau",plateau_qua_an_pan, Plateau,8.72936274,9.10023958,False,2
PHC Gidan Ihuman,"Udeni-Magaji, Nassarawa",nasarawa_awe, Nassarawa,8.25942355,9.1256003,False,3
BHC Epinmi,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.46012424,5.86283953,False,4
Theolad Hospital&Maternity Home.,"Jagunmolu Street, Lagos, Lagos",lagos_shomolu, Lagos,6.5413401,3.39285328,True,2
General Hospital gada,"Dangari-Adua, Sokoto",sokoto_gada, Sokoto,13.7581390142441,5.64775586128235,True,2
"The Good Shepherd Hospital and Maternity,  Ugwu-Nkwo,  Nru Nsukka","Timber Market Road, Nsukka, Enugu",enugu_nsukka, Enugu,6.83078261013279,7.40941805987853,True,4
BHC Epinmi 2,"Akoko South-East, Ondo",ondo_akoko_south_east, Ondo,7.45816326,5.8669181,False,4
"Trinity Hospital & Maternity, Unubi.","Aguata, Anambra",anambra_nnewi_south, Anambra,5.96034284,7.04994662,True,3
Primary Health Care,"Egbado/Yewa North, Ogun",ogun_yewa_north, Ogun,7.03821837902069,2.78673470020294,False,1
Wakajaye Health Centre,"Wakajaiye Street, Egbeda, Oyo",oyo_egbeda, Oyo,7.41974057,3.98557294,True,3
Rinjin Gura Dispensary,"Sara, Bauchi",bauchi_toro, Bauchi,10.31859984,8.97920916,True,3
Uzum Dispensary,"Sara, Bauchi",bauchi_giade, Bauchi,11.51974355,10.20411575,False,4
PHC TUDUN GWANDARA,"Lafia, Nassarawa",nasarawa_lafia, Nassarawa,8.50809346,8.50745597,True,1
KAWO HEALTH CLINIC,"Sabua, Katsina",katsina_bakori, Katsina,11.58344995,7.60625267,True,4
Arugo Medical Center,"Orlu Road, Owerri Municipal, Imo",imo_owerri_north, Imo,5.51990568637848,7.01649785041809,False,1
Zhiko Health Post,"Nuku, Federal Capital Territory",fct_bwari, Federal Capital Territory,9.22238945960999,7.31007635593414,False,2
Bandan Dispensary,"Hinanbiro, Kebbi",kebbi_suru, Kebbi,11.7508274316788,4.12684142589569,False,4
Primary Health Care Centre,"Hinanbiro, Kebbi",kebbi_wasagu_danko, Kebbi,11.19952204,5.81862261,True,4
College of health clinic,"Mubi, Adamawa",adamawa_mubi_north, Adamawa,10.27441844,13.29275138,False,4
"Basic health centre,moferere","Olorunsogo Avenue, Ado Ekiti, Ekiti",ekiti_ado_ekiti, Ekiti,7.59799199,5.23014476,True,1
Sagbe health Clinic,"Lasubu Road, Lagelu, Oyo",oyo_lagelu, Oyo,7.55247831344604,4.01314795017242,False,3
Muyideen Health Clinic,"Ilorin West, Kwara",kwara_ilorin_south, Kwara,8.52742822,4.58549936,False,4
BHC,"Akoko South-West, Ondo",ondo_akoko_south_west, Ondo,7.4540382,5.81309047,True,3
Shadadi Dispensary,"Ukuru-Mabuto-Kakihum Road, Dobogi, Niger",niger_mariga, Niger,10.6748807430267,5.73940694332123,False,3
Health post,"Mallan-Kagwa, Taraba",taraba_ussa, Taraba,7.19698369503021,10.1008826494217,False,4
Kan Tudu Health Post,"Wudil, Kano",kano_makoda, Kano,12.57266799,8.46980069,False,2
Amuwo PHC MILE TWO,"Durbar Road, Lagos, Lagos",lagos_amuwo_odofin, Lagos,6.46634812,3.31772321,True,4
FAGEN KAWO HEALTH POST,"Wudil, Kano",kano_dawakin_tofa, Kano,12.0808839797974,8.41656804084778,False,3
temidire health centre,"Atakumosa East, Osun",osun_atakunmosa_east, Osun,7.31614887714386,4.78493750095367,False,4
CHC Torkura,"Guma, Benue",benue_guma, Benue,8.02480103,8.90140044,False,2
Kyngrawr Clinic,"Udeni-Magaji, Nassarawa",nasarawa_awe, Nassarawa,8.43863073,9.09913732,False,1
J THE TOPMOST CLINIC,"Ife North, Osun",osun_ife_north, Osun,7.53326833248138,4.45591628551483,False,1
Primary Health Clinic,"Songeli, Adamawa",adamawa_song, Adamawa,9.65880755,12.74007566,False,1
Health,"K110, Sabua, Katsina",katsina_dutsin_ma, Katsina,12.39421137,7.4448835,True,1
A Harmony Hosp.,"Lagos-Badagry Expressway, Badagry, Lagos",lagos_badagry, Lagos,6.41827535,2.88606226,True,1
Fegin Baza Dispensary,"Zaria-Funtua-Gusau Road, Kwiambana, Zamfara",zamfara_tsafe, Zamfara,12.0100897550583,6.8957394361496,True,1
Government. Health. Center,"Ogoja, Cross River",cross_river_boki, Cross River,6.47875785827637,8.98080289363861,False,1
Mashi Dispensary PHC. Dept. Mashi L. G. A.,"Sabua, Katsina",katsina_mashi, Katsina,12.9801374673843,7.94525563716888,False,3
ST MARYS Hospital /Maternity,"Ihiala, Anambra",anambra_ihiala, Anambra,5.85984739,6.92090068,False,4
BASIC HEALTH CENTER,"Akure North, Ondo",ondo_akure_north, Ondo,7.33476955,5.27846116,False,3
Upgraded Dispensary Amborura,"Dangari-Adua, Sokoto",sokoto_illela, Sokoto,13.5962355136871,5.4587996006012,False,1
Family Support programme clinic,"Sabo Lane, Gombe, Gombe",gombe_gombe, Gombe,10.27685587,11.17972822,False,3
Ture balam pri health clinic,"A 345, Dwaja, Gombe",gombe_kaltungo, Gombe,9.79538433,11.38234037,True,2
PRIMARY HEALTH CENTRE SABONGARI 2,"Unwukhola Street, Igalamela-Odolu, Kogi",kogi_idah, Kogi,7.10583686828613,6.7400586605072,True,4
Ndoni Health Centre,"Obozo-Ndoni Road, Ogba/Egbema/Ndoni, Rivers",rivers_ogba_egbema_ndoni, Rivers,5.54989609,6.58983724,False,1
GENERAL HOSPITAL UMUCHU. ,"Orumba South, Anambra",anambra_aguata, Anambra,5.93723797,7.14589028,False,1
Araromi Health Post,"Oriade, Osun",ekiti_ekiti_south_west, Osun,7.45467236,4.98025527,False,3
Fatunla Basic Health Centre Ijesa Isu,"Ikole, Ekiti",ekiti_ikole, Ekiti,7.67084419727325,5.45685231685638,False,1
HEALTH POST,"Kunya-Baba, Jigawa",jigawa_dutse, Jigawa,11.8709206581116,9.33312177658081,False,1
ODO EKU HEALTH CENTRE,"Isin, Kwara",kwara_isin, Kwara,8.33225883,4.97683578,False,4
Al wadata clinic,"Adamu Jumba Road, Bauchi, Bauchi",bauchi_bauchi, Bauchi,10.31470284,9.81769716,False,4
"PHC, ILOGBO","Ado Odo/Ota, Ogun",lagos_badagry, Ogun,6.50103628635406,3.02787065505981,False,1
Temidayo Medical Clinic,"Ekiti West, Ekiti",ekiti_ekiti_west, Ekiti,7.83392481,4.91699244,True,4
Primary health center,"Bakko, Plateau",plateau_bokkos, Plateau,9.13902881,9.1177905,False,2
NKST  CLINIC,"B111, Guma, Benue",benue_makurdi, Benue,7.71997153759003,8.68225157260895,True,4
Atiwor Primary Health Care,"Ethiope West, Delta",delta_ethiope_west, Delta,5.86674213409424,5.74331760406494,False,3
Isiadu Health Centre,"Bende, Abia",abia_umuahia_north, Abia,5.56042537,7.51884668,True,2
Supare Maternity Centre,"Ineme Ekpe-Ibillo-Isua-Oka Road, Akoko South-West, Ondo",ondo_akoko_south_west, Ondo,7.45186412,5.69376495,True,3
HealthPost Dispensary Bishewa Lafiagi,"Edu, Kwara",kwara_edu, Kwara,8.74011049,5.15825666,False,2
NKST Health Clinic Orya,"Gboko, Benue",benue_gboko, Benue,7.39017709,8.91321875,False,2
Maranatha Hospital Afikpo,"Afikpo North, Ebonyi",ebonyi_afikpo_north, Ebonyi,5.88360735,7.93658887,True,3
Comprehensive Health Centre Nawgu,"Awka North, Anambra",anambra_dunukofia, Anambra,6.2495586,6.99362196,False,3
MCH wuntin Dada,"A3, Bauchi, Bauchi",bauchi_bauchi, Bauchi,10.31353197,9.76993174,True,3
"Mrs Eunice Ukamaka Egwu Maternal &  Child Health Clinic, Umunwagu Idembia","Ezza South, Ebonyi",ebonyi_ezza_south, Ebonyi,6.13643931,8.00875679,False,1
BASIC HEALTH,"Akoko South-West, Ondo",ondo_akoko_south_west, Ondo,7.45443766,5.80976067,False,1
Baganari Dispensary,"Gulani, Yobe",yobe_nguru, Yobe,12.96251668,10.43662225,False,3
PHC Ibienafe,"Wilson Street, Etsako West, Edo",edo_etsako_west, Edo,7.05279350280762,6.30475223064423,True,4
Wuro De Maternity,"Songeli, Adamawa",adamawa_song, Adamawa,9.76564407348633,12.7258318662643,False,1
Health post useni,"Katsina Ala-Ikom-Calabar Road, Yakurr, Cross River",cross_river_yakurr, Cross River,5.80450853,8.07546663,False,3
Royal Hospital Complex Umuebu,"Oguta, Imo",imo_oguta, Imo,5.55185666666667,6.89771333333333,True,3
Temitope Clinic,"Osolo Road, Irewole, Osun",osun_isokan, Osun,7.3517564,4.18743483,False,1
hc,"Ede South, Osun",osun_ede_south, Osun,7.62514472007751,4.43987667560577,False,2
primary health care center,"Udeni-Magaji, Nassarawa",nasarawa_akwanga, Nassarawa,8.91413927078247,8.41444909572601,False,3
Referral Health Centre Ihembosi,"Nnewi North, Anambra",anambra_ekwusigo, Anambra,5.93206539,6.86814815,False,3
General Hospital iyamoye,"Kabba-Owo Road, Ekiti East, Ekiti",kogi_ijumu, Ekiti,7.78052455,5.7976302,True,1
Health clinic,"Gulani, Yobe",yobe_fika, Yobe,11.43726609,11.25769164,False,3
Basic Health Centre Uba Oka,"Akoko South-East, Ondo",ondo_akoko_south_west, Ondo,7.49148337,5.82387828,False,2
i,"Iboko-Uwaka-Alebo Road, Yala, Cross River",cross_river_yala, Cross River,6.5141898393631,8.42699110507965,False,1
Chohi mayel dispensary,"Tugan Bujoije-Gimbama Junction-Barakia Road, Dangari-Adua, Sokoto",sokoto_isa, Sokoto,13.23377936,6.13532415,True,3
Magoro Dispensary,"Dobogi, Niger",kebbi_zuru, Niger,11.32115723,5.00331897,False,3
"Amanfoh NSG and Maternity,Home ,Uromi","Etsako West, Edo",edo_esan_north_east, Edo,6.71413779258728,6.33676707744598,True,2
ECWA Hospital Omu Aran,"Isin, Kwara",kwara_irepodun, Kwara,8.16401385,5.07266428,False,4
COTTAGE HOSPITAL OBELEAGU UMANA,"Ezeagu, Enugu",enugu_ezeagu, Enugu,6.34952463,7.36606527,False,4
Aguibeje Health Centre,"Igbo-Eze North, Enugu",enugu_igbo_eze_north, Enugu,7.02495952,7.40838947,False,3
Heritage medical center,"Lagos Crescent, Lagos, Lagos",lagos_amuwo_odofin, Lagos,6.46627847,3.30758439,True,3
By His Stripes Clinic & Maternity,"Victor Odogwu Street, Oshimili South, Delta",delta_isoko_south, Delta,6.19394481182098,6.73243045806885,True,2
UKORI DISPENSARY,"Hinanbiro, Kebbi",kebbi_zuru, Kebbi,11.37918289,5.01407848,False,4
Kuki dispensary,"Wudil, Kano",kano_bebeji, Kano,11.42631727,8.3636656,False,2
Vet clinic,"Kunya-Baba, Jigawa",jigawa_roni, Jigawa,12.56879832,8.34567311,False,3
Mateernity    clinic,"Wukari-Numan Road, Mallan-Kagwa, Taraba",taraba_ardo_kola, Taraba,8.85230362415314,11.2042146921158,True,2
Pri. Health centre,"Mimitlu, Borno",borno_askira_uba, Borno,10.74183471,13.12764547,False,3
Health centre,"Aiyedaade, Osun",osun_ayedaade, Osun,7.1775588,4.35884828,False,3
Wayep Specialist Hospital,"Bakko, Plateau",plateau_langtang_south, Plateau,8.73355150222778,9.77448463439941,False,4
Basic Health Center. Imo Arigidi,"Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.57383406162262,5.79567968845367,True,3
Primary Health Care Anguwan Alkali,"Zaria, Kaduna",kaduna_zaria, Kaduna,11.07216293,7.70377757,True,2
"Greater Tomorrow Int'L College, Sick Bay","Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.55516588687897,5.79210698604584,False,3
Awarke ,"Zaria-Panbeguwa Road, Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,10.6907018,8.27238221,False,3
Rufus Giwa Memorial Hosp Oke Agbe,"Kabba-Owo Road, Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.64620006084442,5.75695931911469,True,1
PHC Kwarka,"Bakko, Plateau",plateau_bokkos, Plateau,9.08113877,8.81581717,False,1
Ikponyire Health Post,"Otukpo-Obarike Ito-Oju Road, Obi, Benue",benue_obi, Benue,6.9304666,8.27725833,False,3
Ajara Medical Centre (Annex),"Badagry, Lagos",lagos_badagry, Lagos,6.43631503,2.88082168,True,3
health clinic,"Baruten, Kwara",kwara_baruten, Kwara,9.41168904304504,3.1604790687561,True,1
Kusaki  Abek  MEC Service,"Katsina Ala-Ikom-Calabar Road, Ikom, Cross River",cross_river_ikom, Cross River,5.96230578,8.71927261,True,4
GOLD CROSS MEDICAL CLINIC,"Ojo Street, Ibadan North-West, Oyo",oyo_ibadan_north, Oyo,7.38826274871826,3.9039820432663,True,4
PHC KWANGKA,"Bakko, Plateau",plateau_pankshin, Plateau,9.51674238,9.30432585,False,3
Kwale health post,"Songeli, Adamawa",adamawa_demsa, Adamawa,9.48468601,12.12213583,False,2
Basic Health Center,"Wawagi-Marabajkogi Road, Dobogi, Niger",niger_gbako, Niger,9.23799455165863,5.99764466285706,False,4
Psc,"Sara, Bauchi",bauchi_bauchi, Bauchi,10.31638965,9.88095207,True,1
"Basic Health Centre, Ogbagi Akoko","Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.57609248161316,5.69903433322906,True,3
PHC Maito,"Dobogi, Niger",niger_wushishi, Niger,9.65148389339447,6.04084968566895,False,1
Adegoke Memorial Maternity & Child Welfare Clinic,"Elekuro Road, Ibadan South-East, Oyo",oyo_ibadan_south_east, Oyo,7.36739106,3.91388903,True,3
Calvary Life Clinic & Maternity Okpaflo,"Oturkpo, Benue",benue_oturkpo, Benue,7.45817302,7.92184602,False,2
Joe Healthclinic/Maternity,"Bassa, Kogi",kogi_bassa, Kogi,7.9917357,7.33059166,True,3
Basic Health Center Afin,"Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.63884544372559,5.71040689945221,True,1
KUTEMESHI HEALTH CLINIC,"Ambe-Sarki, Kaduna",kaduna_birnin_gwari, Kaduna,11.1749303340912,7.05168306827545,False,2
PHC PATIKO,"Bakko, Plateau",plateau_mangu, Plateau,9.69440774,9.10208749,False,1
Gusami dispensery,"Kwiambana, Zamfara",zamfara_birnin_magaji, Zamfara,12.3451030254364,6.86153054237366,False,4
Emi Clinics,"Imeko-Olorunda Road, Egbado/Yewa North, Ogun",ogun_yewa_north, Ogun,7.24705813,3.02474258,True,1
Primary health care Ijaha,"Apa, Benue",benue_apa, Benue,7.62405116,7.96253266,False,3
Winklns Clinic,"Efemuaye Close, Uvwie, Delta",delta_uvwie, Delta,5.56004667,5.74231885,True,2
Basic Health Center,"Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.72552907466888,5.79535245895386,True,3
PHC Assak,"Bakko, Plateau",plateau_bassa, Plateau,9.97419655323029,8.83210122585297,False,4
Alla and Onugwa Health Centre,"Esan South-East, Edo",anambra_anambra_west, Edo,6.54278755187988,6.67689263820648,False,1
Health Post Bebua Agba Bette Kakum,"Obudu, Cross River",cross_river_obudu, Cross River,6.61946654319763,9.15627300739288,False,3
Model Pry Health Centre Ogbagi,"Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.57555067539215,5.71454286575317,True,1
Ore ofe maternity center,"Ifelodun, Osun",osun_boripe, Osun,7.93427584,4.72547399,False,1
Health. Clinic,"Ado Odo/Ota, Ogun",ogun_yewa_south, Ogun,6.74919659,3.03546878,False,4
Kahodahanmu,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.76859724521637,7.25788056850433,False,2
b.h.c. oyatedo,"Ifelodun, Kwara",kwara_ifelodun, Kwara,8.33127915859222,5.24477005004883,False,1
Aknw Lga Staff Clinic,"Kabba-Owo Road, Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.63438761234283,5.76228618621826,False,4
Health Clinic,"Sabua, Katsina",katsina_baure, Katsina,12.79867163,8.78438794,False,1
Adeola Medical Clinic,"Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.58577525615692,5.67023813724518,True,1
Mmiata Anam Promary Health centre,"Anambra West, Anambra",anambra_anambra_west, Anambra,6.41901433467865,6.78999602794647,False,2
MODEL PRY HEALTH CARE,"N602, Udeni-Magaji, Nassarawa",nasarawa_keana, Nassarawa,8.14368546009064,8.79842877388,False,2
COMMUNITY HEALTH POST,"Abak-Ikot Inyag-Atan Ikpe-Ikot Abasi Road, Ikot Abasi, Akwa Ibom",akwa_ibom_ikot_abasi, Akwa Ibom,4.58053708076477,7.56779372692108,False,3
UANKHUMI PHC,"Owan East, Edo",edo_owan_east, Edo,6.959028840065,6.03207349777222,False,4
Dammaraya Dispensary,"Hinanbiro, Kebbi",kebbi_ngaski, Kebbi,10.75222223,5.06870334,False,2
Basic Health Center,"Akoko North-West, Ondo",ondo_akoko_north_west, Ondo,7.60930359363556,5.69684028625488,True,3
Primary health care center ogunu,"Ogunu Village Road, Warri South, Delta",delta_warri_south, Delta,5.53156895,5.7131462,False,4
Primary health clinic,"Ambe-Sarki, Kaduna",kaduna_ikara, Kaduna,11.3101918,8.11833173,False,1
Mpape Primary Health Centre,"Nuku, Federal Capital Territory",fct_bwari, Federal Capital Territory,9.13932144641876,7.49312102794647,False,1
"Aridek Clinic Agbaluku,Arigidi,Akoko","Akoko North-East, Ondo",ondo_akoko_north_west, Ondo,7.56063222885132,5.77954888343811,True,3
FIRST CITY CLINIC & MATERNITY,"Owerri Municipal, Imo",imo_owerri_west, Imo,5.48540711402893,7.00421333312988,False,1
Hc,"Sabua, Katsina",katsina_kurfi, Katsina,12.53166298,7.45105621,False,1
PRIMARY HEALTH CLINIC,"Ifelodun, Osun",osun_boripe, Osun,7.90661223,4.68478695,False,2
maternity,"Edu, Kwara",kwara_edu, Kwara,9.01495814323425,5.15171349048615,False,1
Temitayo Clinic /Maternity Home,"Esinjowo-Asunnora-Imeko Road, Imeko-Afon, Ogun",ogun_imeko_afon, Ogun,7.45403279,2.84649448,True,1
Mercy  Hospital,"Abak, Akwa Ibom",akwa_ibom_abak, Akwa Ibom,4.98657245,7.79178284,True,1
B h c,"Akure-Owo-Ifon-Benin Road, Akure North, Ondo",ondo_akure_north, Ondo,7.26079896,5.35373763,False,1
Primary Health Care,"Nuku, Federal Capital Territory",fct_bwari, Federal Capital Territory,9.11057889461517,7.55680739879608,False,1
"GENERAL HOSPITAL, KIAGBODO","Ughelli South, Delta",delta_burutu, Delta,5.38032194,5.8954981,True,3
Kenneth.medical.centre.Annex.ikare.Akoko,"Kabba-Owo Road, Akoko North-East, Ondo",ondo_akoko_north_east, Ondo,7.51265287399292,5.75177192687988,True,2
Os ssu 026,"Atakumosa West, Osun",osun_atakunmosa_west, Osun,7.55651526,4.68971807,False,1
Phc clinic,"Bakko, Plateau",plateau_shendam, Plateau,9.06707346439362,9.36190724372864,True,3
Basic.health.centre.ilepa,"Akoko North-East, Ondo",ondo_akoko_north_east, Ondo,7.52472281455994,5.76359510421753,False,1
PHCC Dari,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.75086181,8.14141029,False,3
Community Reproductive Referral Health Centre,"Anaocha, Anambra",anambra_anaocha, Anambra,6.11148777,7.01432354,False,3
Gidado Clinic,"Kayode Street, Lagos, Lagos",lagos_apapa, Lagos,6.45786083,3.36251377,False,4
St. Anne's Maternity,"Ehime-Mbano, Imo",imo_ehime_mbano, Imo,5.66934764385223,7.26035892963409,False,1
New Nigeria Foundation Health Centre,"A3, Okigwe, Imo",imo_okigwe, Imo,5.86517572402954,7.36414968967438,True,1
Hope Rising Maternity ,"Owerri West, Imo",imo_ohaji_egbema, Imo,5.46055912971497,6.90257906913757,True,2
Teredo Omowetan Hospital,"Kabba-Owo Road, Akoko North-East, Ondo",ondo_akoko_north_east, Ondo,7.53070414066315,5.75933575630188,True,1
ITOKI COMM. H .CENTRR,"Oremosu Street, Ifo, Ogun",ogun_ifo, Ogun,6.7132141,3.28683377,True,3
Aunty Ogbene TBA Maternity Home,"A4, Bekwarra, Cross River",cross_river_bekwara, Cross River,6.75600707530975,8.9852499961853,False,1
